longitude,latitude,housingMedianAge,population,households,medianIncome,AveBedrms,AveRooms,AveOccupancy,logMedVal
-122.26,37.8,36,3469,2323,2.0096,1.066293585880327,2.294016358157555,1.493327593628928,13.541583188853377
-122.26,37.82,31,2048,1180,2.8345,1.1279661016949152,3.8949152542372882,1.735593220338983,13.93984401223928
-122.26,37.81,29,202,91,2.0062,1.1758241758241759,3.681318681318681,2.21978021978022,13.496479368727101
-122.26,37.82,22,2024,1250,1.2185,1.016,2.9456,1.6192,13.850086773437258
-122.26,37.82,37,1838,980,2.6104,1.1071428571428572,3.7071428571428573,1.8755102040816327,13.996607988679095
-122.25,37.81,29,2304,1250,2.4912,1.1312,3.7248,1.8432,14.328930274910306
-122.25,37.81,28,2563,1497,3.2177,1.070808283233133,3.8784235136940546,1.7120908483633934,14.396494883762783
-122.25,37.81,39,389,228,3.125,1.0614035087719298,3.745614035087719,1.706140350877193,14.234611337825356
-122.25,37.81,52,895,613,2.5795,1.1435562805872757,3.5154975530179446,1.4600326264274062,14.680541698485435
-122.26,37.81,34,2689,1789,2.8406,1.0698714365567357,3.281721632196758,1.5030743432084963,14.632569160413345
-122.24,37.82,52,674,244,4.9306,0.9221311475409836,6.184426229508197,2.762295081967213,14.553520950239665
-122.24,37.81,52,709,456,3.2727,1.0570175438596492,4.442982456140351,1.5548245614035088,14.375697121870715
-122.25,37.81,52,686,422,3.1691,1.0900473933649288,4.165876777251185,1.6255924170616114,14.33604553349415
-122.24,37.82,52,1444,718,3.9,1.0459610027855153,4.848189415041783,2.011142061281337,14.406128886563671
-122.25,37.82,28,1520,802,3.9063,1.0660847880299251,4.160847880299252,1.8952618453865338,14.17243403336454
-122.25,37.82,52,550,253,5.0917,1.1422924901185771,5.628458498023716,2.1739130434782608,14.349707315165887
-122.25,37.82,32,1806,1022,2.6429,1.0743639921722115,3.7270058708414875,1.7671232876712328,14.138722487545447
-122.25,37.82,26,1749,1217,3.0233,0.9827444535743632,3.2530813475760065,1.4371405094494658,14.316371647761645
-122.25,37.83,52,939,519,3.1484,1.0770712909441233,4.578034682080925,1.8092485549132948,14.167824808757372
-122.25,37.83,35,675,422,3.4722,1.014218009478673,3.822274881516588,1.599526066350711,14.261412384349844
-122.25,37.83,52,534,291,3.1429,0.9862542955326461,4.3951890034364265,1.8350515463917525,14.205682078383123
-122.25,37.83,28,2558,1661,2.4234,1.053582179409994,3.0234798314268514,1.5400361228175798,14.138722487545447
-122.25,37.83,52,1786,1037,3.0897,1.0655737704918034,4.040501446480231,1.7222757955641272,14.218029201500851
-122.23,37.84,50,970,373,5.8596,1.0697050938337802,6.742627345844504,2.6005361930294906,14.604480925605207
-122.23,37.84,47,1098,485,5.2868,0.9360824742268041,6.546391752577319,2.263917525773196,14.67262882322938
-122.24,37.83,41,794,376,5.956,1.0797872340425532,6.851063829787234,2.1117021276595747,14.732261068974575
-122.24,37.85,37,98,47,4.9643,1.148936170212766,7.1063829787234045,2.0851063829787235,14.630168682428282
-122.23,37.85,52,1061,403,6.3434,1.0198511166253101,6.947890818858561,2.632754342431762,14.755582133137349
-122.24,37.84,52,1177,555,5.1773,1.0342342342342343,6.358558558558559,2.120720720720721,14.80351201593688
-122.24,37.85,52,901,367,7.2354,0.9945504087193461,7.11716621253406,2.455040871934605,14.808226344855145
-122.22,37.85,28,2031,956,5.457,1.096234309623431,5.5303347280334725,2.1244769874476988,14.638037224207203
-122.22,37.84,50,1031,479,7.5,0.9874739039665971,6.127348643006263,2.152400835073069,14.484719627464722
-122.21,37.84,44,1358,597,6.0194,1,5.735343383584589,2.274706867671692,14.473366343764237
-122.21,37.83,40,1616,654,7.5544,1.0305810397553516,7.631498470948012,2.470948012232416,14.866698943964149
-122.2,37.84,30,844,343,6.0666,1.0087463556851313,6.446064139941691,2.4606413994169096,14.54652780979109
-122.21,37.84,34,1140,496,7.0548,0.9879032258064516,6.125,2.2983870967741935,14.5984977445495
-122.19,37.84,18,533,194,11.6017,1.0824742268041236,8.335051546391753,2.747422680412371,14.81262854494817
-122.2,37.84,35,1072,443,7.4882,1.0383747178329572,6.467268623024831,2.419864559819413,14.574969335508303
-122.21,37.83,34,1627,766,6.8976,1.0287206266318538,6.6122715404699735,2.1240208877284594,14.624318003940203
-122.19,37.83,28,463,190,8.2049,0.968421052631579,6.978947368421053,2.4368421052631577,14.630855044728573
-122.2,37.83,26,542,211,8.401,1.0568720379146919,7.530805687203792,2.5687203791469195,14.684477811854563
-122.19,37.83,29,661,269,6.8538,1.0074349442379182,6.657992565055762,2.45724907063197,14.741023016122481
-122.19,37.82,32,635,263,8.317,1.0038022813688212,6.977186311787072,2.414448669201521,14.73163265365839
-122.2,37.82,37,420,176,7.0175,1.0284090909090908,6.982954545454546,2.3863636363636362,14.73414425716833
-122.2,37.82,39,1265,500,6.3302,1.068,7.54,2.53,14.721848046806585
-122.18,37.81,30,126,52,6.3624,0.7307692307692307,5.615384615384615,2.423076923076923,15.05165178650815
-122.21,37.82,52,813,350,7.0549,0.9514285714285714,6.785714285714286,2.322857142857143,14.617743591570788
-122.2,37.81,45,1067,426,6.7851,1.0234741784037558,6.957746478873239,2.504694835680751,14.589997551861554
-122.21,37.8,50,1260,552,2.8929,1.0960144927536233,5.132246376811594,2.282608695652174,14.129209565653117
-122.21,37.8,38,951,487,3.0812,1.0985626283367556,4.628336755646817,1.9527720739219712,14.213106248777425
-122.21,37.81,52,510,224,5.2402,0.9464285714285714,6.200892857142857,2.2767857142857144,14.489384948264677
-122.22,37.81,52,765,308,6.5217,1.0876623376623376,6.39935064935065,2.4837662337662336,14.397756079283084
-122.22,37.8,52,1129,460,3.2632,1.0108695652173914,4.745652173913044,2.4543478260869565,14.186151889859604
-122.22,37.8,52,1073,441,3.0298,1.0521541950113378,5.183673469387755,2.433106575963719,14.034681239288425
-122.22,37.8,52,1185,515,4.5428,1.050485436893204,5.283495145631068,2.3009708737864076,14.245694599811882
-122.22,37.81,52,756,340,4.072,0.9970588235294118,5.952941176470588,2.223529411764706,14.382529670747811
-122.22,37.81,52,1034,521,5.3509,1.0287907869481765,5.65067178502879,1.9846449136276392,14.511290372480977
-122.23,37.8,52,787,459,3.1603,1.0588235294117647,4.429193899782135,1.7145969498910676,14.379972219730867
-122.23,37.81,52,612,213,4.7708,1.0751173708920188,6.727699530516432,2.8732394366197185,14.558281345510373
-122.22,37.81,52,1021,380,8.1564,1.0578947368421052,7.7026315789473685,2.6868421052631577,14.80528215481896
-122.23,37.81,52,861,258,8.8793,1.1317829457364341,8.972868217054264,3.3372093023255816,14.863340460194818
-122.24,37.81,52,953,327,6.8591,0.9571865443425076,7.599388379204893,2.914373088685015,14.688400499000783
-122.24,37.81,52,634,256,6.0302,0.9296875,5.8203125,2.4765625,14.453524581712488
-122.23,37.81,52,878,352,7.508,1.0369318181818181,7.994318181818182,2.4943181818181817,14.676262317563303
-122.24,37.81,52,918,483,2.7477,1.1387163561076605,4.333333333333333,1.9006211180124224,14.264719020433702
-122.24,37.8,52,360,175,2.1944,0.96,5.074285714285714,2.057142857142857,14.101277319088739
-122.25,37.8,52,1197,488,3.0149,1.0450819672131149,4.276639344262295,2.4528688524590163,14.138196051280818
-122.24,37.81,52,1048,518,3.675,0.9691119691119691,4.851351351351352,2.023166023166023,14.38167781885701
-122.25,37.81,46,1373,747,3.225,1.1178045515394912,4.326639892904953,1.8380187416331994,14.140300351959457
-122.25,37.8,42,1715,1015,2.9345,1.0492610837438423,4.059113300492611,1.6896551724137931,14.17243403336454
-122.25,37.8,43,1359,722,2.1429,1.0969529085872576,3.2742382271468142,1.8822714681440442,14.29359862637104
-122.25,37.8,41,1062,413,1.6121,1.1355932203389831,3.5617433414043584,2.5714285714285716,13.859518577917688
-122.25,37.8,29,1335,773,1.3929,1.1177231565329884,3.1927554980595083,1.7270375161707632,14.000769275204624
-122.24,37.79,27,1171,429,2.3173,1.1468531468531469,3.804195804195804,2.7296037296037294,13.496479368727101
-122.25,37.79,45,1475,460,1.7772,1.1434782608695653,3.882608695652174,3.2065217391304346,13.210748805533829
-122.25,37.79,50,742,196,2.6458,0.9591836734693877,3.2091836734693877,3.7857142857142856,13.496479368727101
-122.25,37.79,52,1086,363,2.181,1.0771349862258952,3.6887052341597797,2.9917355371900825,13.616907726113066
-122.25,37.8,36,1645,543,2.2303,1.1160220994475138,3.0902394106813995,3.029465930018416,13.417466091015843
-122.25,37.8,43,1710,644,1.6504,1.0046583850931676,3.639751552795031,2.6552795031055902,13.719867015535216
-122.24,37.8,52,731,228,2.2697,1,4.368421052631579,3.206140350877193,13.514733720256837
-122.24,37.8,52,1118,347,2.1563,1.07492795389049,4.585014409221902,3.2219020172910664,13.529131404403504
-122.24,37.8,52,1006,335,2.1348,1.1880597014925374,4.7343283582089555,3.002985074626866,13.631725397112506
-122.24,37.8,47,1213,554,2.6292,1.0613718411552346,3.693140794223827,2.1895306859205776,13.932940853721012
-122.23,37.8,52,772,257,2.3833,1.1245136186770428,4.638132295719845,3.0038910505836576,13.682133466486263
-122.24,37.8,52,1321,401,2.957,1.0473815461346634,4.496259351620948,3.29426433915212,13.476059138899455
-122.24,37.8,49,1487,677,2.5238,1.106351550960118,4.192023633677991,2.1964549483013296,13.84534170333941
-122.23,37.8,52,488,186,1.9375,0.989247311827957,4.209677419354839,2.6236559139784945,13.511105956996042
-122.23,37.8,51,949,392,1.9028,1.0561224489795917,4.0561224489795915,2.420918367346939,13.522854585701975
-122.23,37.8,50,1149,415,2.25,1.1566265060240963,4.20722891566265,2.7686746987951807,13.482595900307695
-122.23,37.8,52,844,280,2.3929,1.0678571428571428,4.4714285714285715,3.0142857142857142,13.369165028445018
-122.23,37.79,43,4367,1231,2.1917,1.091795288383428,4.844029244516653,3.5475223395613322,13.37837736075301
-122.23,37.79,52,1659,412,2.9357,0.9587378640776699,4.327669902912621,4.026699029126213,13.32730417393316
-122.23,37.79,30,1011,263,1.8854,1.0038022813688212,3.7984790874524714,3.844106463878327,13.606086075502077
-122.24,37.79,39,1464,389,2.1638,1.1079691516709511,3.776349614395887,3.7634961439588688,13.301436166682997
-122.24,37.79,47,1237,303,2.125,1.3036303630363035,4.528052805280528,4.082508250825082,13.186913755439143
-122.24,37.79,52,647,168,3.375,1.0714285714285714,4.011904761904762,3.8511904761904763,13.41153824283888
-122.24,37.79,43,1284,357,2.2542,1.0532212885154062,4.554621848739496,3.596638655462185,13.37224401288134
-122.25,37.79,51,228,55,2.1,0.7818181818181819,3.1818181818181817,4.1454545454545455,12.909029901396213
-122.25,37.79,39,381,123,1.6,1.048780487804878,3.747967479674797,3.097560975609756,13.375314775720604
-122.25,37.79,52,846,227,3.625,1.0440528634361232,3.973568281938326,3.7268722466960353,13.496479368727101
-122.26,37.8,20,1659,676,1.6929,1.1523668639053255,3.510355029585799,2.4541420118343193,13.400590518447196
-122.22,37.77,52,520,138,1.6471,0.927536231884058,2.8333333333333335,3.7681159420289854,13.18087699617008
-122.22,37.77,52,866,259,2.59,1.162162162162162,4.38996138996139,3.3436293436293436,13.197700702688431
-122.23,37.77,52,612,183,2.57,1.1256830601092895,4.202185792349726,3.3442622950819674,12.862084607697922
-122.23,37.78,52,415,126,2.6429,1.1587301587301588,3.746031746031746,3.2936507936507935,12.850849347362743
-122.23,37.78,52,994,213,3.0257,1.0093896713615023,4.046948356807512,4.666666666666667,12.994692081185564
-122.22,37.78,50,1525,477,1.4886,1.1111111111111112,4.0251572327044025,3.19706498951782,13.530918506550249
-122.23,37.78,43,1506,438,1.9338,1.0776255707762556,3.2420091324200913,3.4383561643835616,13.375314775720604
-122.23,37.78,52,1008,255,1.4844,1.011764705882353,3.8666666666666667,3.9529411764705884,13.443769651931733
-122.23,37.78,44,2813,751,1.6009,1.0985352862849533,3.1158455392809588,3.745672436750999,13.431180052513271
-122.23,37.79,48,1481,343,2.0375,1.154518950437318,4.944606413994169,4.317784256559767,13.473246255311954
-122.23,37.79,49,859,219,2.293,0.9908675799086758,5.365296803652968,3.922374429223744,13.310123648979545
-122.22,37.79,37,1608,523,2.1494,1.0975143403441683,4.479923518164436,3.074569789674952,13.563488613069675
-122.23,37.79,30,425,140,1.6198,1.0357142857142858,4.357142857142857,3.0357142857142856,13.475122275303852
-122.23,37.79,40,564,184,1.3281,1.0815217391304348,5.054347826086956,3.0652173913043477,13.383463614068512
-122.22,37.79,44,961,272,3.5156,1.1544117647058822,5.466911764705882,3.5330882352941178,13.344231802474496
-122.22,37.79,52,2273,685,3.9048,1.0072992700729928,4.998540145985402,3.318248175182482,13.81366305359059
-122.21,37.79,52,600,195,3.0893,0.9743589743589743,3.9076923076923076,3.076923076923077,13.496479368727101
-122.22,37.79,46,1647,527,2.6042,1.0910815939278937,4.489563567362429,3.1252371916508537,13.493716051418346
-122.22,37.79,49,1201,424,2.5,1.0613207547169812,4.306603773584905,2.832547169811321,13.599375626118846
-122.22,37.79,38,2167,659,2.7969,1.078907435508346,4.626707132018209,3.2883156297420335,13.640687539530587
-122.2,37.79,29,939,340,2.8321,1.1058823529411765,4.823529411764706,2.761764705882353,13.70614915904015
-122.21,37.79,47,859,292,2.9583,1.0513698630136987,5.284246575342466,2.941780821917808,13.616907726113066
-122.21,37.79,34,1517,516,2.8365,1.0794573643410852,4.5813953488372094,2.939922480620155,13.620217080914825
-122.21,37.79,35,1143,386,2.875,1.0595854922279793,4.520725388601036,2.961139896373057,13.657605532909445
-122.21,37.8,39,1109,464,3.0682,1.0775862068965518,4.316810344827586,2.3900862068965516,13.754932982306697
-122.21,37.8,39,1221,446,3.0757,1.0022421524663676,4.524663677130045,2.7376681614349776,13.71379038316662
-122.2,37.8,43,1115,455,4.9559,1.0967032967032968,6.6923076923076925,2.4505494505494507,14.39481113529216
-122.2,37.8,52,706,268,4.7721,1.0932835820895523,5.772388059701493,2.6343283582089554,14.13133035924634
-122.21,37.8,52,1883,706,3.4861,1.0070821529745042,4.984419263456091,2.6671388101983005,13.960308289101507
-122.2,37.8,41,804,340,5.1184,1.0411764705882354,6.088235294117647,2.364705882352941,14.244735067006944
-122.21,37.8,48,506,252,4.0977,1.0436507936507937,5.242063492063492,2.007936507936508,14.196208796978768
-122.19,37.8,48,610,238,4.744,1.088235294117647,7.117647058823529,2.563025210084034,14.32669769801031
-122.19,37.8,46,768,332,4.2727,1.0271084337349397,5.837349397590361,2.3132530120481927,14.279249476633261
-122.19,37.79,50,462,184,2.9844,1.059782608695652,5.260869565217392,2.510869565217391,13.915179882929417
-122.2,37.79,40,667,235,4.1739,1.0893617021276596,4.51063829787234,2.8382978723404255,13.84737770269093
-122.2,37.8,46,1059,399,3.8487,1.0150375939849625,5.1152882205513786,2.654135338345865,14.055803699558904
-122.19,37.8,52,637,277,4.0114,0.9783393501805054,6.5451263537906135,2.299638989169675,14.353643428535014
-122.19,37.79,45,1106,454,4.6563,0.9933920704845814,5.986784140969163,2.436123348017621,14.206674741370955
-122.19,37.79,28,1737,669,2.9297,1.1375186846038865,4.699551569506727,2.596412556053812,13.630907182919326
-122.2,37.79,35,1009,390,2.3036,1.176923076923077,4.62051282051282,2.5871794871794873,13.505642763823657
-122.2,37.79,49,737,210,2.6667,0.9285714285714286,4.2,3.5095238095238095,13.468542772272702
-122.2,37.79,44,1354,491,2.619,0.9205702647657841,3.30142566191446,2.7576374745417516,13.582426166758221
-122.21,37.79,45,1530,474,2.4167,1.1244725738396624,4.462025316455696,3.2278481012658227,13.621868193904845
-122.2,37.79,45,1410,480,2.7788,1.1,4.210416666666666,2.9375,13.404583578014556
-122.21,37.78,46,1390,569,2.7352,0.8927943760984183,3.9349736379613356,2.4428822495606326,13.60441213051947
-122.21,37.78,52,1065,269,1.8472,1.1152416356877324,5.4907063197026025,3.95910780669145,13.601896635531801
-122.21,37.78,52,792,245,2.6583,0.9142857142857143,4.310204081632653,3.23265306122449,13.647968605006682
-122.21,37.78,49,779,245,3.0536,0.9959183673469387,3.6653061224489796,3.179591836734694,13.606086075502077
-122.22,37.78,44,2269,610,2.3906,1.1639344262295082,4.865573770491803,3.719672131147541,13.367107782815886
-122.21,37.78,43,1227,407,1.7188,1.1302211302211302,4.181818181818182,3.0147420147420148,13.51292126913305
-122.21,37.78,47,753,241,2.625,1.0290456431535269,3.6556016597510372,3.12448132780083,13.362982217853181
-122.22,37.77,40,547,135,2.8015,0.8444444444444444,3.6592592592592594,4.051851851851852,13.398588777297743
-122.22,37.78,50,1807,440,1.7276,1.075,4.036363636363636,4.1068181818181815,13.266014694730673
-122.22,37.78,44,1700,495,2.0801,1.0383838383838384,3.38989898989899,3.4343434343434343,13.558269239511215
-122.22,37.78,51,1543,393,2.489,1.178117048346056,4.1653944020356235,3.926208651399491,13.4408765686449
-122.21,37.76,52,1085,300,1.7546,1.0466666666666666,4.733333333333333,3.6166666666666667,12.991842017768926
-122.21,37.77,52,353,137,4.0904,1.2627737226277371,4.313868613138686,2.576642335766423,12.991842017768926
-122.21,37.77,52,473,149,2.6765,1.0268456375838926,5,3.174496644295302,13.1032632183273
-122.2,37.77,49,1621,483,2.4338,1.031055900621118,4.703933747412008,3.3561076604554865,13.267138290325674
-122.21,37.77,46,1183,354,2.3309,1.0593220338983051,3.4858757062146895,3.34180790960452,13.224816259234808
-122.21,37.77,43,836,277,2.2604,1.184115523465704,3.6714801444043323,3.0180505415162453,13.239864284715761
-122.19,37.77,42,900,263,1.8039,0.9657794676806084,3.543726235741445,3.4220532319391634,13.147719333564583
-122.2,37.77,39,1888,537,2.2562,1.111731843575419,5.007448789571694,3.515828677839851,13.178453391479579
-122.2,37.77,41,1024,341,2.0562,1.217008797653959,4.536656891495602,3.002932551319648,13.262637306106368
